"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ZeeshankhanINC: Modi cares more for the theatre of politics than the hard grind of passing laws or accomplishing reform through comprom…",FALSE,0,NA,2015-09-23 17:36:07,FALSE,NA,"646739837136019457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jai9840",1,TRUE,FALSE,NA,NA
"RT @pragya_bhushan: The world going head over heals for Modi. #Libtards crying Rss n secularism. BURNOL PLEASE http://t.co/yiyZhBw76A",FALSE,0,NA,2015-09-23 17:36:07,FALSE,NA,"646739836490121216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sharmaji2013",74,TRUE,FALSE,NA,NA
"#news PM Modi departs from Ireland, heads for second US visit http://t.co/cKKq2Ha8Zu #til_now #DNA",FALSE,0,NA,2015-09-23 17:36:07,FALSE,NA,"646739835747700736",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","til_now",0,FALSE,FALSE,NA,NA
"PM Modi departs from Ireland, heads for second US visit: Prime Minister Narendra Modi on… http://t.co/eA8N14lFg9 #til_now #news #DNA",FALSE,0,NA,2015-09-23 17:36:07,FALSE,NA,"646739834338471936",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","news_in",0,FALSE,FALSE,NA,NA
"RT @FalakThakkarr: Those NRIs who had organised Madisson Squ Event have nw put up anti-modi hoardings ahead of Modi US Visit #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:36:06,FALSE,NA,"646739832597823489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",9,TRUE,FALSE,NA,NA
"#vik21_yadav: In India, PM Modi is the third most followed celebrity with Amitabh Bachchan and Shah Rukh Khan leading at 16,992,070 &amp; 15,29…",FALSE,0,NA,2015-09-23 17:36:06,FALSE,NA,"646739830991396865",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","srk_fan_nepal",0,FALSE,FALSE,NA,NA
"RT @hemrajsinhvagh1: Modi blames past govts for the failures of current govt in foreign country, Such a shameless fellow  #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:36:05,FALSE,NA,"646739826855776257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhavsarTarang",7,TRUE,FALSE,NA,NA
"RT @LaraibNeyazi: It seems Sanskrit is promoted in Ireland only after Modi became PM. PM's #Shameful remark again #ModiInsultsIndia ! http:…",FALSE,0,NA,2015-09-23 17:36:04,FALSE,NA,"646739825127784450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IncNaushad",4,TRUE,FALSE,NA,NA
"RT @Babu_Bhaiyaa: ABP News is hurt and outraging over why Modi took a jibe at Secularism...This is what exactly wrong with Secularism...",FALSE,0,NA,2015-09-23 17:36:03,FALSE,NA,"646739821302521859",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","rahulpa62617467",105,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi fans threaten U.S. academics #NRIsRejectModi http://t.co/9p4OGEtte8",FALSE,0,NA,2015-09-23 17:36:03,FALSE,NA,"646739819025068032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",7,TRUE,FALSE,NA,NA
"RT @India_Brigade: Nowadays, entire world is talking about India's growth and development.
PM #ModiInIreland 

http://t.co/lkrqeVPA2Y",FALSE,0,NA,2015-09-23 17:35:59,FALSE,NA,"646739804936404993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","raahulworld2009",51,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: AJA will hold a protest at the SAP Center on Sept27under the banner #ModiFail, to expose Modi #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:59,FALSE,NA,"646739804676333569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",6,TRUE,FALSE,NA,NA
"RT @Babu_Bhaiyaa: Barkha ji repeatedly asking in US if they will oppose Modi..ppl r like...Hardik is idiot...Modi dunia mein Desh ka naam r…",FALSE,0,NA,2015-09-23 17:35:59,FALSE,NA,"646739804210728960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","errohitraj35",133,TRUE,FALSE,NA,NA
"RT @padhalikha: Modi shouldn't make sarcastic comments on us when abroad. Only we have the rights to call him murderer and put posters agai…",FALSE,0,NA,2015-09-23 17:35:59,FALSE,NA,"646739803002806273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKS_Mumbai",162,TRUE,FALSE,NA,NA
"RT @ndtv: The visa was denied to Modi at the request of the UPA government: Economist Jagdish Bhagwati #BhagwatiOnModi http://t.co/pGLzrpcB…",FALSE,0,NA,2015-09-23 17:35:58,FALSE,NA,"646739798414241793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bsr3012",393,TRUE,FALSE,NA,NA
"RT @BarotKalyansinh: Longtime Critic of Modi Is Now a Target - NY Times AUG19, 2015 http://t.co/LSyIgDYlaT #NRISRejectModi",FALSE,0,NA,2015-09-23 17:35:58,FALSE,NA,"646739797306904578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rooster16111611",2,TRUE,FALSE,NA,NA
"RT @firstpost: Visit to Ireland is short but historic, says PM @narendramodi in #Dublin #ModiInIreland
http://t.co/bJXl8jUry0 http://t.co/h…",FALSE,0,NA,2015-09-23 17:35:58,FALSE,NA,"646739796866560001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iam_AdiVerma",13,TRUE,FALSE,NA,NA
"Is this the reason why Modi is in Ireland? http://t.co/gAHVqtnqCJ #ModiInIreland #RahulInAmerica",FALSE,0,NA,2015-09-23 17:35:57,FALSE,NA,"646739795998318592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RD_justRD",0,FALSE,FALSE,NA,NA
"RT @alfaz_suleman: As a common man It seems ke Modi is playing role of Foreign Minister instead of Prime Minister #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:57,FALSE,NA,"646739795222380544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HasmaniShafi",2,TRUE,FALSE,NA,NA
"RT @iMehulninama: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:57,FALSE,NA,"646739793439784960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","kushal__15",3,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Since coming to power, Modi has blocked funding for over 13,000 nonprofits, attempting to shut down environmental groups…",FALSE,0,NA,2015-09-23 17:35:56,FALSE,NA,"646739792110219264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",6,TRUE,FALSE,NA,NA
"PM Narendra Modi has crossed 15 million followers on Twitter becoming the second most followed world leader if Pope Francis is not included.",FALSE,0,NA,2015-09-23 17:35:56,FALSE,NA,"646739790524760064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vik21_yadav",0,FALSE,FALSE,NA,NA
"RT @vinaydokania: Modi says he is bringing foreign investment to India,however During UPA FDI inflow was 40% which slowed down to25%in last…",FALSE,0,NA,2015-09-23 17:35:56,FALSE,NA,"646739790189170690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pankaj_kapse",8,TRUE,FALSE,NA,NA
"RT @FaridaPatel: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:55,FALSE,NA,"646739785583865856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BarotKalyansinh",3,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi's administration has even issued an ordinance banning the use of the phrase “human rights” in the names of NGOs #NR…",FALSE,0,NA,2015-09-23 17:35:54,FALSE,NA,"646739779976081408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",5,TRUE,FALSE,NA,NA
"RT @sanjivbhatt: If Modi plans well, he might actually become the first PM to visit these countries:
Burundi
Rwanda
Djibouti... http://t.co…",FALSE,0,NA,2015-09-23 17:35:53,FALSE,NA,"646739776230526976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","786kevinarora",26,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/w7X4K4S8uG",FALSE,0,NA,2015-09-23 17:35:51,FALSE,NA,"646739770819936256",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","RaviBha40347488",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/RHuPmQAnD8",FALSE,0,NA,2015-09-23 17:35:50,FALSE,NA,"646739767183450112",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","menkashisharma",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/jBfGGJ3pnz",FALSE,0,NA,2015-09-23 17:35:50,FALSE,NA,"646739764373291012",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Chand164",0,FALSE,FALSE,NA,NA
"RT @ZeeshankhanINC: Modi Top 5 projects failed- -Swacch Bharat -Bullet Trains -Clean Ganga -MakeinIndia -SmartCities #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:49,FALSE,NA,"646739761454055428",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",10,TRUE,FALSE,NA,NA
"RT @rupasubramanya: Is this true? I know in 2005 acc to Wikileaks, UPA govt requested Modi visa ban be lifted but US decided not to. https:…",FALSE,0,NA,2015-09-23 17:35:49,FALSE,NA,"646739759411367936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","upadastha",24,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/wJgSjo3zCf",FALSE,0,NA,2015-09-23 17:35:48,FALSE,NA,"646739758723526657",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","sharmaricha177",0,FALSE,FALSE,NA,NA
"""Except  ""India"" Modi visiting all other countries ! UAE , USA, Facebook HQ , &amp;Now in Ireland :)",FALSE,0,NA,2015-09-23 17:35:48,FALSE,NA,"646739758438289408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BabuJohny",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/RpSHU5BUYl",FALSE,0,NA,2015-09-23 17:35:47,FALSE,NA,"646739754038505472",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","alia23702327",0,FALSE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:35:47,FALSE,NA,"646739752465645568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akhaipatel56",84,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/bo8DSuCvAN",FALSE,0,NA,2015-09-23 17:35:46,FALSE,NA,"646739749798064128",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SanjayV30215890",0,FALSE,FALSE,NA,NA
"RT @KanchanGupta: Stunning!

Bhagwati says UPA told US to deny visa to PM Modi.

If true, shame on UPA, and twice the shame on US. https://…",FALSE,0,NA,2015-09-23 17:35:46,FALSE,NA,"646739749357682692",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","k_bhairav",84,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/1kIySn3dGK",FALSE,0,NA,2015-09-23 17:35:46,FALSE,NA,"646739747705069568",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","alokverma9287",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/bMHbAqyXzY",FALSE,0,NA,2015-09-23 17:35:45,FALSE,NA,"646739744798441472",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Abcd1324Nagpal",0,FALSE,FALSE,NA,NA
"RT @FalakThakkarr: Modi and the BJP have refused to decriminalize homosexuality and protect LGBTQ citizens from state harassment #NRIsRejec…",FALSE,0,NA,2015-09-23 17:35:44,FALSE,NA,"646739739840774144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",4,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/jA1sr2tcT9",FALSE,0,NA,2015-09-23 17:35:44,FALSE,NA,"646739739698139136",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","jyotimallik4",0,FALSE,FALSE,NA,NA
"@sardesairajdeep @pmoindia Mr Narendra Modi BESTEST PM EVER",FALSE,0,"sardesairajdeep",2015-09-23 17:35:44,FALSE,"646726092577857537","646739739597500417","56304605","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","COOSLAAR",0,FALSE,FALSE,NA,NA
"RT @Iamsamirarora: Obama refused to stay at Waldorf due to bugging concerns.
Modi does not care for he is already bugged with Rajya Sabha, …",FALSE,0,NA,2015-09-23 17:35:44,FALSE,NA,"646739739580760064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sagar842",12,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/RjBFyRosie",FALSE,0,NA,2015-09-23 17:35:43,FALSE,NA,"646739736749572096",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","AchalendraPuri",0,FALSE,FALSE,NA,NA
"Modi claimed crime free india but 32% of bjp mps have serious criminal charges! Oh it was jumla #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:43,FALSE,NA,"646739736552452097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SolutionsJoshi",1,FALSE,FALSE,NA,NA
"RT @blue21sky: Read - @Swamy39 Warns Modi Of Impending Doom In Indian Economy
http://t.co/4UrDd3txrR",FALSE,0,NA,2015-09-23 17:35:43,FALSE,NA,"646739734363021312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Puru_Tweet",117,TRUE,FALSE,NA,NA
"RT @timesofindia: If we would have done something like this in India then people would have questioned our secularism, jokes PM Modi http:/…",FALSE,0,NA,2015-09-23 17:35:42,FALSE,NA,"646739730386821120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandychandrandr",477,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi’s government has been actively censoring internet access and activity, with a unilateral blocking of websites #NRIs…",FALSE,0,NA,2015-09-23 17:35:42,FALSE,NA,"646739730030325760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",8,TRUE,FALSE,NA,NA
"RT @alfaz_suleman: Modi donated 6.3k cr to Nepal,5kCr-Bhutan,12.8k cr-B.Desh,6.5kCr to Mongolia and they provided land to Adani to set Powe…",FALSE,0,NA,2015-09-23 17:35:41,FALSE,NA,"646739725684969472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HasmaniShafi",3,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/OFuZa8O8MX",FALSE,0,NA,2015-09-23 17:35:40,FALSE,NA,"646739724971978754",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SampatGole",0,FALSE,FALSE,NA,NA
"RT @adil14384: The entire episode of NRI chanting Modi Modi.
Now protest shows Modi is Loosing gorund. #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:40,FALSE,NA,"646739723160002561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saurabh49546494",11,TRUE,FALSE,NA,NA
"Actually Congress has 440 MPs in parliament and @OfficeOfRG is the PM of India. Modi is just an average MP of Amethi https://t.co/kSuK5NMhyc",FALSE,0,NA,2015-09-23 17:35:40,FALSE,NA,"646739722954514433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rraz4u",0,FALSE,FALSE,NA,NA
"RT @rajabhaiyaa: Modi welcomes foreign funds for private profit,he was agnst Ind recving any international support for democratic engagemen…",FALSE,0,NA,2015-09-23 17:35:39,FALSE,NA,"646739719712321536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","urmylifesana",7,TRUE,FALSE,NA,NA
"RT @ithepandit: Modi fans threaten U.S. academics #NRIsRejectModi http://t.co/0qmvyTLoxG",FALSE,0,NA,2015-09-23 17:35:39,FALSE,NA,"646739719108362240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jai9840",6,TRUE,FALSE,NA,NA
"RT @vinaydokania: Modi visited War-torn Jafna in Sri Lanka, but didn’t care to visit flood hit Amreli, Banaskantha-Gujarat #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:39,FALSE,NA,"646739718785380352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfaz_suleman",8,TRUE,FALSE,NA,NA
"RT @ZeeshankhanINC: Since coming to power, Modi has blocked funding for over 13,000 nonprofits, attempting to shut down environmental group…",FALSE,0,NA,2015-09-23 17:35:38,FALSE,NA,"646739715937464321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",8,TRUE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/aSv6atJyLG",FALSE,0,NA,2015-09-23 17:35:38,FALSE,NA,"646739714888859648",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","BalagopalHegd",0,FALSE,FALSE,NA,NA
"Indian Prime Minister Narendra Modi to Make #Yoga a Mass Movement http://t.co/ryyHZODHwr",FALSE,0,NA,2015-09-23 17:35:38,FALSE,NA,"646739714221973504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Emiko304022",0,FALSE,FALSE,NA,NA
"RT @parthjoshi_inc: Modi charmfades.First 15 months 2nd worst for
Sensex.Sensex has gained just 4% since Modi took
over d govt on May 26,20…",FALSE,0,NA,2015-09-23 17:35:38,FALSE,NA,"646739713928380416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfaz_suleman",1,TRUE,FALSE,NA,NA
"RT @GauravPandhi: Indian widow fights Modi in 'final' court battle over deadly riots http://t.co/6xKkptEFNP",FALSE,0,NA,2015-09-23 17:35:36,FALSE,NA,"646739707762745345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KnowYourSwamy",18,TRUE,FALSE,NA,NA
"RT @ModiBharosa: Rather do real fact-checks rather than merely cite false facts to defame PM Modi. RT &amp; Share http://t.co/soZbX2zGBi",FALSE,0,NA,2015-09-23 17:35:36,FALSE,NA,"646739705330040836",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twt_vikram",20,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: when speaking to heads of state and business leaders,Modi'sgovernment is seeking to restrict freedom of expression-NY Ti…",FALSE,0,NA,2015-09-23 17:35:35,FALSE,NA,"646739704054960128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",6,TRUE,FALSE,NA,NA
"Narendra Modi in Ireland: Indian prime minister addresses diaspora at start of two-nation trip: Modi said Irel... http://t.co/yURYKnioe1",FALSE,0,NA,2015-09-23 17:35:35,FALSE,NA,"646739703186784260",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","_HotStuffs",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/Ky9IafVhIv",FALSE,0,NA,2015-09-23 17:35:35,FALSE,NA,"646739702167543808",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","ranjanjsaini",0,FALSE,FALSE,NA,NA
"RT @sjpandya: Mongloia, Bangladesh, Bhutan, Australia..Modi managed a business for Adani everywhere #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:35,FALSE,NA,"646739700317822976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dchaudhari860",6,TRUE,FALSE,NA,NA
"RT @_shriraj: Modi said that Khadi's selling doubled this year.Actually Khadi up Only 6% During 2014-15. #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:34,FALSE,NA,"646739699961331713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","urmylifesana",8,TRUE,FALSE,NA,NA
"RT @ETDefence: #Modi government clears Rs 8000 crore proposal for #IAF's Integrated Air Command &amp; Control System http://t.co/zoXvuFHEzA",FALSE,0,NA,2015-09-23 17:35:34,FALSE,NA,"646739699202179073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gravity_v20",12,TRUE,FALSE,NA,NA
"RT @bprerna: No PM has ever insulted India as much as #Modi has. Another jibe at India's secular fabric made while abroad. Well done Mr PM …",FALSE,0,NA,2015-09-23 17:35:34,FALSE,NA,"646739697704767490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jitenderkhalsa",98,TRUE,FALSE,NA,NA
"US, and China opposed reforms in UN Sec council reforms including India’s membership,What's meaning of Modi’s foreign tours #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739695548956672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Akashiyc",0,FALSE,FALSE,NA,NA
"US lawmakers hail Modi&amp;#039;s trip to Silicon Valley:  Welcoming Prime Minister Narendra Modi`s second visit t... http://t.co/UCaOeJaAoG",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739694265479168",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","hemarajbal",0,FALSE,FALSE,NA,NA
"RT @AbhiRgyb: Modi says he is bringing foreign investment to India, however During UPA FDI inflow was 40%which slowed down to25%in last yr …",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739693619556353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfaz_suleman",6,TRUE,FALSE,NA,NA
"RT @parthjoshi_inc: Modi blames past govts for the failures of current
govt in foreign country, Such a shameless fellow
#NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739693619544064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfaz_suleman",6,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Mercury News covers anti-Modi event at Google  http://t.co/zW7uF3GSjN #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739692382236672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",6,TRUE,FALSE,NA,NA
"RT @Akashiyc: Modi meets NRIs in his each nd very foreign tour however when will he meet Indian Residents in India #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:33,FALSE,NA,"646739692193480704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dchaudhari860",5,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Modi Top 5 projects failed-
-Swacch Bharat
-Bullet Trains
-Clean Ganga
-MakeinIndia
-SmartCities
#NRIsRejectModi⁠⁠⁠⁠",FALSE,0,NA,2015-09-23 17:35:32,FALSE,NA,"646739690624843776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","urmylifesana",10,TRUE,FALSE,NA,NA
"RT @ndtv: The visa was denied to Modi at the request of the UPA government: Economist Jagdish Bhagwati #BhagwatiOnModi http://t.co/pGLzrpcB…",FALSE,0,NA,2015-09-23 17:35:31,FALSE,NA,"646739684312354819",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swatisikerwar",393,TRUE,FALSE,NA,NA
"Modi claimed crime free india but 32% of bjp mps have serious criminal charges! Oh it was jumla #NRIsRejectModi",FALSE,0,NA,2015-09-23 17:35:31,FALSE,NA,"646739684106862592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","congankleshwar",2,FALSE,FALSE,NA,NA
"RT @singh_biswajeet: I have not seen emergency but can say wth tenacity that journalism never touched this low as we witnessed now under Mo…",FALSE,0,NA,2015-09-23 17:35:31,FALSE,NA,"646739684090085380",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Helpdes99146637",1,TRUE,FALSE,NA,NA
"RT @pragya_bhushan: The world going head over heals for Modi. #Libtards crying Rss n secularism. BURNOL PLEASE http://t.co/yiyZhBw76A",FALSE,0,NA,2015-09-23 17:35:30,FALSE,NA,"646739681250537472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nirbhaisingh07",74,TRUE,FALSE,NA,NA
"RT @FalakThakkarr: Indian Prime Minister Narendra Modi’s Bay Area Visit Stirs #NRIsRejectModi Controversy http://t.co/NhpEKpvWWa",FALSE,0,NA,2015-09-23 17:35:29,FALSE,NA,"646739678402625537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bk_Bhavik",5,TRUE,FALSE,NA,NA
"India to remain a top pick among emerging markets: CLSA
Read and Share http://t.co/guCOCgOMTT

via Narendra Modi app http://t.co/OuvNbhIuoT",FALSE,0,NA,2015-09-23 17:35:28,FALSE,NA,"646739671398137856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ravirajhosur",0,FALSE,FALSE,NA,NA
